,fund540006,fund000057,fund000082,fund000003,fund000067,fund000017,fund000083
0,22.835482256717476,24.86276618720702,32.688790110694185,13.236776541250283,-2.3499945767113672e-06,16.17255276060192,21.70886742204472
1,15.792810299577841,36.37983238863753,25.54154070388972,-22.32286589484891,-11.367611055687954,31.299682371162206,74.24551201408323
2,-4.019099272857973,-30.04107559355357,-12.416451603242463,-18.392767572376002,-6.569781887860815,-16.36049828264281,-12.910815529626463
3,-32.639741380694375,-8.309100985369678,-25.535988363561057,-28.223883716261454,-19.559604174076718,-26.170197923316664,15.09879546488586
4,19.262172104189013,30.49430303347713,29.065700883819545,-6.213496295950449,-5.855224860082875,23.50473382714555,45.627002717930985
5,-19.5929213595333,-19.90882275229289,-19.242199342869814,-23.46601928346338,-13.307648970380226,-21.418272750054168,0.11923007374392558
6,-2.07389086043287,2.2322960422498817,2.0933991188865964,-15.277780565207511,-9.65824944116742,-1.4849488266796662,20.747933274513052
