,fund540006,fund000057,fund000082,fund000003,fund000067,fund000017,fund000083
0,5.276383828121389,5.708092970235268,7.326893333365603,3.156565551931245,-5.874986497289569e-07,3.8187709343352694,5.034157267433126
1,3.7338265711581275,8.065617169352057,5.851462673675223,-6.119952972317089,-2.9717689298028205,7.044884738493384,14.892161554916505
2,-1.0202835578718372,-8.54429941823861,-3.2601000049240936,-4.954368089655903,-1.6845343097883547,-4.368083517513666,-3.39690161315207
3,-9.405686895504816,-2.1453297637778035,-7.106225994087589,-7.956104883165615,-5.295950473985622,-7.304654814867795,3.578041438179169
4,9.207221420650114,14.234103066237246,13.607086435582683,-3.156567747704464,-2.9717694998424027,11.13268368357958,20.676013655544235
5,-10.330005776476881,-10.506325783490645,-10.13465592502848,-12.516298251310475,-6.8912726810103075,-11.353664909402017,0.059597277694423134
6,-2.07389086043287,2.2322960422498817,2.0933991188865964,-15.277780565207511,-9.65824944116742,-1.4849488266796662,20.747933274513052
